'No index'
'k,time(s)'
'1,7.44'
'5,8.606'
'10,11.405'
'20,13.79'
'30,15.753'
'50,28.623'
'100,58.146'
'500,139.382'
'1000,145.691'
'R-tree index'
'k,time(s)'
'1,3.722'
'5,4.057'
'10,4.05'
'20,5.532'
'30,5.614'
'50,11.078'
'100,25.895'
'500,64.704'
'1000,159.718'
