'No index'
'k,time(s)'
'1,0.232'
'5,0.108'
'10,0.11'
'20,0.118'
'30,0.121'
'50,0.105'
'100,0.205'
'500,0.284'
'1000,0.324'
'5000,1.202'
'10000,1.128'
'R-tree index'
'k,time(s)'
'1,0.125'
'5,0.096'
'10,0.087'
'20,0.099'
'30,0.093'
'50,0.093'
'100,0.104'
'500,0.171'
'1000,0.258'
'5000,1.104'
'10000,2.03'
