'No index'
'1,0.007'
'5,0.002'
'10,0.003'
'20,0.002'
'30,0.002'
'50,0.002'
'100,0.003'
'500,0.003'
'1000,0.003'
'R-Tree index'
'1,0.001'
'5,0.001'
'10,0.002'
'20,0.001'
'30,0.002'
'50,0.002'
'100,0.002'
'500,0.002'
'1000,0.004'
