'No index'
'k,time(s)'
'1,7.695'
'5,9.655'
'10,11.564'
'20,13.716'
'30,17.406'
'50,31.434'
'100,72.893'
'500,118.44'
'1000,173.736'
'R-tree index'
'k,time(s)'
'1,2.627'
'5,2.466'
'10,2.994'
'20,3.732'
'30,4.98'
'50,13.105'
'100,33.737'
'500,85.171'
'1000,188.341'
