'No index'
'k,time(s)'
'1,0.041'
'5,0.038'
'10,0.057'
'20,0.07'
'30,0.052'
'50,0.088'
'100,0.082'
'500,0.228'
'1000,0.266'
'R-tree index'
'k,time(s)'
'1,0.043'
'5,0.043'
'10,0.039'
'20,0.04'
'30,0.056'
'50,0.049'
'100,0.066'
'500,0.142'
'1000,0.274'
