'No index'
'k,time(s)'
'1,0.314'
'5,0.088'
'10,0.088'
'20,0.083'
'30,0.083'
'50,0.083'
'100,0.111'
'500,0.24'
'1000,0.201'
'R-tree index'
'k,time(s)'
'1,0.086'
'5,0.064'
'10,0.079'
'20,0.117'
'30,0.069'
'50,0.078'
'100,0.09'
'500,0.198'
'1000,0.342'
