'No index'
'k,time(s)'
'1,0.053'
'5,0.067'
'10,0.057'
'20,0.078'
'30,0.061'
'50,0.088'
'100,0.076'
'500,0.195'
'1000,0.26'
'5000,1.206'
'10000,1.185'
'R-tree index'
'k,time(s)'
'1,0.091'
'5,0.052'
'10,0.088'
'20,0.064'
'30,0.071'
'50,0.073'
'100,0.077'
'500,0.161'
'1000,0.288'
'5000,1.137'
'10000,2.183'
