'No index'
'k,time(s)'
'1,70.93'
'5,92.152'
'10,96.196'
'20,121.205'
'30,144.328'
'50,220.415'
'100,403.265'
'500,1120.927'
'1000,1185.793'
'R-tree index'
'k,time(s)'
'1,14.122'
'5,18.171'
'10,21.505'
'20,28.8'
'30,38.295'
'50,47.443'
'100,96.751'
'500,357.488'
'1000,629.62'
