'No index'
'k,time(s)'
'1,0.207'
'5,0.079'
'10,0.085'
'20,0.083'
'30,0.087'
'50,0.107'
'100,0.122'
'500,0.24'
'1000,0.186'
'R-tree index'
'k,time(s)'
'1,0.08'
'5,0.082'
'10,0.063'
'20,0.067'
'30,0.071'
'50,0.073'
'100,0.091'
'500,0.171'
'1000,0.325'
